unitid,cohort,Rate,iclevel,control,hloffer,locale,instcat,c21enprf,cbsatype,GrantRate,GrantAvg,PellRate,LoanRate,LoanAvg,InDistrictT,InDistrictTDiff,InDistrictF,InDistrictFDiff,InStateT,InstateF,OutStateT,OutStateTDiff,OutStateF,OutStateFDiff,Housing,ScaledHousingCap,board,roomamt,boardamt,AvgSalary,StuFacRatio
121345,399,92.98%,Four or more years,Private not-for-profit,Bachelor^s degree,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,57.65%,29861.124317,21.38%,3.83%,188.93989071,0,0,0,0,56284,402,0,0,0,0,1,0.9081885856,1,10666,7858,123742.11556,3.3
121363,,,At least 2 but less than 4 years,Public,Associate^s degree,Suburb: Small,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,70.16%,3205.8834511,36.81%,0.00%,0,0,0,0,0,1380,29,1,7950,0,0,0,,3,0,0,,
121433,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
121619,,,Four or more years,Public,Bachelor^s degree,City: Large,"Degree-granting, not primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,42.83%,1329.1718107,14.26%,0.44%,27.78232184,0,0,0,0,1104,76,1,6504,0,0,0,,3,0,0,,
121628,,,Four or more years,Private not-for-profit,Doctor^s degree,City: Small,"Degree-granting, graduate with no undergraduate degrees",Exclusively graduate,Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
121637,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
121691,523,69.41%,Four or more years,Private not-for-profit,Doctor^s degree,City: Small,"Degree-granting, primarily baccalaureate or above",Majority undergraduate,Metropolitan Statistical Area,94.65%,30950.559465,34.59%,56.90%,5912.0869106,0,0,0,0,52150,350,0,0,0,0,1,1.6997607656,1,11486,4076,95379.289017,8.2
121707,,,At least 2 but less than 4 years,Public,"At least 2, but less than 4 academic yrs",Rural: Fringe,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Micropolitan Statistical Area,66.00%,2646.7031611,31.97%,4.29%,299.52223079,0,0,0,0,1104,43,1,6984,0,0,1,25.94,2,4334,3625,,
121859,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
121868,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Midsize,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
121886,,,Four or more years,Public,Bachelor^s degree,Suburb: Large,"Degree-granting, not primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,51.70%,1548.7201759,21.62%,0.24%,16.316594443,0,0,0,0,1288,72,1,7420,0,0,0,,3,0,0,,
121901,,,At least 2 but less than 4 years,Public,Associate^s degree,City: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,69.49%,2461.1325199,29.61%,0.73%,47.078685259,0,0,0,0,1380,40,1,8700,0,0,0,,3,0,0,,
121992,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
122117,,,Four or more years,Private not-for-profit,Doctor^s degree,City: Large,"Degree-granting, graduate with no undergraduate degrees",Majority graduate,Metropolitan Statistical Area,75.00%,1754,25.00%,50.00%,3843.5,0,0,0,0,7440,398,0,0,0,0,0,,3,0,0,,
122180,,,At least 2 but less than 4 years,Public,"At least 2, but less than 4 academic yrs",City: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,63.46%,1906.7659659,25.10%,3.29%,238.15304339,0,0,0,0,0,1288,1,8880,0,0,0,,3,0,0,,
122205,,,At least 2 but less than 4 years,Public,"At least 2, but less than 4 academic yrs",Suburb: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,40.93%,1378.4144843,12.75%,0.62%,40.163950643,0,0,0,0,1288,44,1,8960,0,0,0,,3,0,0,,
122296,,,Four or more years,Private not-for-profit,Doctor^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",Majority graduate,Metropolitan Statistical Area,71.74%,8275.8641304,17.26%,57.20%,7291.6508152,0,0,0,0,48270,2240,0,0,0,0,0,,3,0,0,98550,368.0
122320,,,Four or more years,Public,Bachelor^s degree,City: Large,Not applicable,"Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
122339,,,At least 2 but less than 4 years,Public,Associate^s degree,City: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,39.89%,1407.0928355,17.44%,0.67%,27.45025227,0,0,0,0,1104,40,1,7368,0,0,0,,3,0,0,,
122375,,,Four or more years,Public,Bachelor^s degree,City: Large,"Degree-granting, not primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,37.50%,1088.5601894,12.83%,0.94%,35.094959648,0,0,0,0,1104,40,1,7368,0,0,0,,3,0,0,,
122384,,,At least 2 but less than 4 years,Public,"At least 2, but less than 4 academic yrs",City: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,33.23%,1032.5050716,11.10%,0.47%,17.333159308,0,0,0,0,1104,40,1,7368,0,0,0,,3,0,0,,
122409,4955,76.15%,Four or more years,Public,Doctor^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,52.70%,4889.9352513,32.45%,19.66%,1298.7238894,0,0,0,0,5742,2394,1,11880,0,0,1,4.83435677,2,12824,6344,97822.932725,18.0
122436,1101,80.02%,Four or more years,Private not-for-profit,Doctor^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",Majority undergraduate,Metropolitan Statistical Area,72.00%,23694.181407,18.01%,32.70%,2085.2105263,0,0,0,0,52120,744,0,0,0,0,1,2.2258454106,2,0,0,112682.52323,5.6
122454,85,31.76%,Four or more years,Private not-for-profit,Master^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",Majority undergraduate,Metropolitan Statistical Area,84.62%,17887.346154,26.92%,19.23%,1297.7307692,0,0,0,0,45664,400,0,0,0,0,0,,3,0,0,83555.071429,0.9
122506,34,70.59%,Four or more years,Private not-for-profit,Post-master^s certificate,City: Large,"Degree-granting, primarily baccalaureate or above",Majority undergraduate,Metropolitan Statistical Area,100.0%,13075.353909,10.29%,27.57%,1948.6213992,0,0,0,0,49300,1500,0,0,0,0,1,0.6,2,13700,6000,135875.89286,4.3
122597,4081,53.71%,Four or more years,Public,Doctor^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,60.13%,5404.7125791,42.58%,22.95%,1555.5541126,0,0,0,0,5742,1562,1,11880,0,0,1,5.5457063712,1,10134,4392,97137.192118,14.8
122612,1263,75.61%,Four or more years,Private not-for-profit,Doctor^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",Majority undergraduate,Metropolitan Statistical Area,84.64%,23082.173958,28.71%,44.43%,3011.5944976,0,0,0,0,52920,552,0,0,0,0,1,2.09,2,11030,5110,,
122649,,,Four or more years,Private not-for-profit,Doctor^s degree,Suburb: Large,"Degree-granting, graduate with no undergraduate degrees",Exclusively graduate,Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
122658,,,At least 2 but less than 4 years,Public,"At least 2, but less than 4 academic yrs",City: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,50.67%,2113.953029,23.64%,0.54%,37.336753731,0,0,0,0,1288,0,1,7784,0,0,0,,3,0,0,,
122685,,,Four or more years,Private for-profit,Bachelor^s degree,Rural: Fringe,"Degree-granting, not primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
122694,,,At least 2 but less than 4 years,Private for-profit,"At least 2, but less than 4 academic yrs",City: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
122728,145,60.00%,Four or more years,Private not-for-profit,Master^s degree,Rural: Fringe,"Degree-granting, primarily baccalaureate or above",Majority undergraduate,Metropolitan Statistical Area,94.15%,18193.381356,37.20%,65.68%,4481.2050847,0,0,0,0,36000,1000,0,0,0,0,1,2.1109123435,1,6240,6128,,
122737,,,At least 2 but less than 4 years,Public,Associate^s degree,City: Large,Not applicable,"Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
122746,,,At least 2 but less than 4 years,Public,Associate^s degree,City: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,45.56%,1151.1005013,15.56%,0.66%,42.692169969,0,0,0,0,1288,78,1,8120,0,0,0,,3,0,0,,
122755,3329,68.79%,Four or more years,Public,Doctor^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,58.09%,5055.5914588,36.89%,19.11%,1219.6194,0,0,0,0,5742,2110,1,11880,0,0,1,6.5010560901,2,9062,5880,93879.913462,16.6
122782,,,Four or more years,Public,Bachelor^s degree,City: Midsize,Not applicable,"Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
122791,,,At least 2 but less than 4 years,Public,Associate^s degree,City: Midsize,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,38.91%,1158.6190286,9.03%,0.41%,27.439151321,0,0,0,0,1364,76,1,8652,1,22,0,,3,0,0,,
122834,,,Four or more years,Private for-profit,Bachelor^s degree,City: Large,"Degree-granting, not primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,14.14%,546.58585859,14.14%,16.16%,1444.0909091,0,0,0,0,11558,100,0,0,0,0,0,,3,0,0,,
122852,,,Four or more years,Private for-profit,Bachelor^s degree,City: Midsize,"Degree-granting, not primarily baccalaureate or above","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,41.18%,1591.5294118,41.18%,47.06%,4204.8529412,0,0,0,0,11558,100,0,0,0,0,0,,3,0,0,,
122889,,,At least 2 but less than 4 years,Public,"At least 2, but less than 4 academic yrs",City: Small,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,50.68%,1869.3707784,19.71%,4.23%,276.35736527,0,0,0,0,1104,128,1,7368,1,312,0,,3,0,0,,
122931,1260,90.87%,Four or more years,Private not-for-profit,Doctor^s degree,City: Midsize,"Degree-granting, primarily baccalaureate or above",Majority undergraduate,Metropolitan Statistical Area,72.68%,19229.30296,10.63%,22.81%,1374.6952568,0,0,0,0,55224,636,0,0,0,0,1,1.5792734441,2,0,0,121959.41416,5.0
122977,,,Four or more years,Public,Bachelor^s degree,City: Small,"Degree-granting, not primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,52.67%,1639.7818714,21.95%,0.89%,59.798520117,0,0,0,0,1104,42,1,7944,0,0,0,,3,0,0,,
123013,,,At least 2 but less than 4 years,Public,"At least 2, but less than 4 academic yrs",City: Midsize,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,43.80%,1594.766605,15.26%,0.39%,27.14161246,0,0,0,0,1286,42,1,7624,0,0,0,,3,0,0,,
123095,,,Four or more years,Private not-for-profit,Doctor^s degree,City: Midsize,"Degree-granting, graduate with no undergraduate degrees",Exclusively graduate,Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
123165,277,82.31%,Four or more years,Private not-for-profit,Postbaccalaureate certificate,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Metropolitan Statistical Area,89.74%,18451.209402,11.32%,18.80%,808.1292735,0,0,0,0,58224,218,0,0,0,0,1,0.8626728111,1,10346,8652,103963.74747,4.7
123217,,,At least 2 but less than 4 years,Public,Associate^s degree,City: Midsize,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,60.73%,2726.7038422,34.96%,0.44%,20.901598918,0,0,0,0,1288,106,1,6944,0,0,0,,3,0,0,,
123280,,,Four or more years,Private not-for-profit,Master^s degree,City: Small,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,93.55%,4106.6451613,74.19%,19.35%,743.87096774,0,0,0,0,12000,860,0,0,0,0,1,0.6458333333,3,2800,0,,
123299,,,Four or more years,Public,Bachelor^s degree,Suburb: Midsize,"Degree-granting, not primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,58.71%,2919.6470878,33.60%,4.09%,311.51779338,0,0,0,0,1104,85,1,6720,0,0,1,63.4453125,2,4245,1100,,
123341,,,At least 2 but less than 4 years,Public,Associate^s degree,Suburb: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,57.54%,1949.1020397,21.37%,1.75%,127.96691996,0,0,0,0,1104,52,1,6744,0,0,1,140.024,2,0,0,,
123350,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
123448,,,Four or more years,Private not-for-profit,Doctor^s degree,City: Large,"Degree-granting, graduate with no undergraduate degrees",Exclusively graduate,Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
123457,66,45.45%,Four or more years,Private not-for-profit,Post-master^s certificate,City: Small,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Metropolitan Statistical Area,95.55%,18622.367816,44.68%,61.64%,4561.0646552,0,0,0,0,34300,1500,0,0,0,0,1,1.2794117647,2,6300,5600,62882.071429,12.4
123484,,,At least 2 but less than 4 years,Public,Associate^s degree,Town: Remote,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Not applicable,54.23%,2204.968652,33.46%,6.74%,430.21394984,0,0,0,0,1380,64,1,8100,0,0,1,8.0759493671,2,4750,4600,,
123493,,,Less than 2 years (below associate),Public,"At least 1, but less than 2 academic yrs",City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
123509,,,Four or more years,Public,Bachelor^s degree,Suburb: Large,"Degree-granting, not primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,40.38%,1229.7301932,10.29%,0.24%,18.414313479,0,0,0,0,1380,84,1,9270,0,0,0,,3,0,0,,
123527,,,At least 2 but less than 4 years,Public,"At least 2, but less than 4 academic yrs",City: Midsize,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,65.02%,1824.8304355,24.97%,0.00%,0,0,0,0,0,1288,74,1,7784,0,0,0,,3,0,0,,
123554,650,73.08%,Four or more years,Private not-for-profit,Doctor^s degree,Suburb: Large,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,92.46%,34905.622771,23.54%,64.95%,4555.4262561,0,0,0,0,51568,200,0,0,0,0,1,1.6215505913,2,0,0,96040.317757,5.8
123563,,,Four or more years,Public,Bachelor^s degree,Suburb: Midsize,"Degree-granting, not primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,49.80%,1348.4050373,16.87%,0.66%,44.810182683,0,0,0,0,1104,59,1,5856,1,20,0,,3,0,0,,
123572,1866,59.91%,Four or more years,Public,Post-master^s certificate,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Metropolitan Statistical Area,59.15%,4762.2690558,33.66%,25.71%,1616.0725017,0,0,0,0,5742,2246,1,11880,0,0,1,2.1407494836,2,7798,5878,94392.453782,15.2
123633,,,Four or more years,Private not-for-profit,Doctor^s degree,City: Large,"Degree-granting, graduate with no undergraduate degrees",Exclusively graduate,Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
123642,,,At least 2 but less than 4 years,Private for-profit,"At least 2, but less than 4 academic yrs",City: Midsize,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,63.39%,3137.1653543,51.18%,81.89%,6231.1220472,0,0,0,0,11954,1152,0,0,0,0,0,,3,0,0,,
123651,371,61.46%,Four or more years,Private not-for-profit,Post-master^s certificate,City: Midsize,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Metropolitan Statistical Area,94.36%,23202.429325,45.68%,88.29%,6241.6671941,0,0,0,0,37000,700,0,0,0,0,1,1.807435653,1,6588,5430,76480.506667,12.6
